ID,Authors,Title,Year,Source title,Volume,Link,Affiliations,Abstract,Author Keywords,Index Keywords,Publisher,Language of Original Document,Abbreviated Source Title,Document Type
165,"Dora L., Agrawal S., Panda R., Abraham A.",Optimal breast cancer classification using Gauss–Newton representation based algorithm,2017,Expert Systems with Applications,85,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019364170&doi=10.1016%2fj.eswa.2017.05.035&partnerID=40&md5=5a7ed15dad727f92954a3ae0e4a909cd,"Department of Electrical and Electronics Engineering, VSSUT, Burla, 768018, India; Department of Electronics and Telecommunication Engineering, VSSUT, Burla, 768018, India; Machine Intelligence Research Labs (MIR Labs), Scientific Network for Innovation and Research Excellence, Washington, 98071-2259, United States","Breast cancer is a decisive disease worldwide. It is one of the most widely spread cancer among women. As per the survey, one out of eight women in the world are at risk of breast cancer at some point of time in her life. One of the methods to reduce breast cancer mortality rate is timely detection and effective treatment. That is why, more accurate classification of a breast cancer tumor has become a challenging problem in the medical field. Many classification techniques are proposed in the literature. Today, expert systems and machine learning techniques are being extensively used in the breast cancer classification problem. They provide high classification accuracy and effective diagnostic capabilities. In this paper, we have proposed a novel Gauss-Newton representation based algorithm (GNRBA) for breast cancer classification. It uses the sparse representation with training sample selection. Until now, sparse representation has been successfully applied in pattern recognition only. The proposed method introduces a novel Gauss-Newton based approach to find the optimal weights for the training samples for classification. In addition, it evaluates the sparsity in a computationally efficient way as compared to the conventional l1-norm method. The effectiveness of the GNRBA is examined on the Wisconsin Breast Cancer Database (WBCD) and the Wisconsin Diagnosis Breast Cancer (WDBC) database from the UCI Machine Learning repository. Various performance measures like classification accuracy, sensitivity, specificity, confusion matrices, a statistical test and the area under the receiver operating characteristic (AUC) are reported to show the superiority of the proposed method as compared to classical models. The experimental results show that the proposed GNRBA could be a good alternative for breast cancer classification for clinical experts. © 2017 Elsevier Ltd",Breast cancer classification; Euclidean distance measure; Gauss-Newton representation based algorithm; Sparse representation,Artificial intelligence; Diagnosis; Expert systems; Gaussian distribution; Learning algorithms; Learning systems; Pattern recognition; Sampling; Breast cancer classifications; Euclidean distance measure; Gauss Newton; Gauss-Newton based approach; Machine learning techniques; Receiver operating characteristics; Sparse representation; UCI machine learning repository; Diseases,Elsevier Ltd,English,Expert Sys Appl,Article
166,"Qu T., Zhang J.H., Chan F.T.S., Srivastava R.S., Tiwari M.K., Park W.-Y.",Demand prediction and price optimization for semi-luxury supermarket segment,2017,Computers and Industrial Engineering,113,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029546623&doi=10.1016%2fj.cie.2017.09.004&partnerID=40&md5=07d65bd0bca478f3f7e38ae57d853ecb,"School of Electrical and Information Engineering, Jinan University (Zhuhai Campus), Zhuhai, 519070, China; School of Management, Shandong University, Jinan, 250100, China; Department of Industrial and Systems Engineering, The Hong Kong Polytechnic University, Hung Hom, Hong Kong; Department of Industrial and Systems Engineering, Indian Institute of Technology, Kharagpur, West Bengal  721302, India; Department of Industrial Engineering and Management, Indian Institute of Technology, Kharagpur, West Bengal  721302, India","Offline retail stores face day-to-day challenges in clearing out expensive and high-end luxury products. In case of high-end priced products, the demand is seasonal and sensitive. The investment involves high risk and revenues vary beyond fathomable bounds. The primary objective of this research is to present a decision-support system for retail pricing and revenue optimization of these retail products. The sales data of past 2.5 years from prominent retail stores across 45 different regions has been used to develop this study. A regression tree/random forest-based machine learning algorithm is used to predict weekly demand. It incorporates price, holidays, discounts, inventory and other regional factors in decision making. Following this, the demand-price interdependencies are quantified and integrated into an integer linear programming model for optimal price allocation. This methodology has been implemented on offline retailing of expensive products which generally follow high variation in demand. The expected revenue has been optimized by branch & bound and branch & cut method, followed by root node analysis. The solution is further optimized by heuristic methods. © 2017 Elsevier Ltd",Analytics; Assignment; Branch and bound; Data mining; Integer programming; Retailing,Artificial intelligence; Costs; Data mining; Decision making; Decision support systems; Economics; Heuristic methods; Integer programming; Learning algorithms; Learning systems; Optimization; Retail stores; Sales; Analytics; Assignment; Demand prediction; Expensive products; Integer linear programming models; Primary objective; Retailing; Revenue optimization; Branch and bound method,Elsevier Ltd,English,Comput Ind Eng,Article
167,"Zhang R., Shen J., Wei F., Li X., Sangaiah A.K.",Medical image classification based on multi-scale non-negative sparse coding,2017,Artificial Intelligence in Medicine,83,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019703041&doi=10.1016%2fj.artmed.2017.05.006&partnerID=40&md5=249014a23a44c175c12ac7c0f4fc4891,"State Key Laboratory of Mathematical Engineering and Advanced Computing, Zhengzhou, 450002, China; School of Computer and Software, Nanjing University of Information Science and Technology, Nanjing, China; School of Computer Science and Engineering, Hunan University of Science and Technology, Xiangtan, 411201, China; School of Computer Science and Engineering, VIT University, Vellore, Tamilnadu  632014, India","With the rapid development of modern medical imaging technology, medical image classification has become more and more important in medical diagnosis and clinical practice. Conventional medical image classification algorithms usually neglect the semantic gap problem between low-level features and high-level image semantic, which will largely degrade the classification performance. To solve this problem, we propose a multi-scale non-negative sparse coding based medical image classification algorithm. Firstly, Medical images are decomposed into multiple scale layers, thus diverse visual details can be extracted from different scale layers. Secondly, for each scale layer, the non-negative sparse coding model with fisher discriminative analysis is constructed to obtain the discriminative sparse representation of medical images. Then, the obtained multi-scale non-negative sparse coding features are combined to form a multi-scale feature histogram as the final representation for a medical image. Finally, SVM classifier is combined to conduct medical image classification. The experimental results demonstrate that our proposed algorithm can effectively utilize multi-scale and contextual spatial information of medical images, reduce the semantic gap in a large degree and improve medical image classification performance. © 2017 Elsevier B.V.",Fisher discriminative analysis; Medical image classification; Multi-scale decomposition; Non-negative sparse coding; The semantic gap,"Classification (of information); Codes (symbols); Computer aided diagnosis; Image analysis; Image classification; Image coding; Image enhancement; Semantics; Classification performance; Contextual spatial information; Fisher discriminative analysis; Medical imaging technology; Multi-scale Decomposition; Non-negative sparse coding; Semantic gap; Sparse representation; Medical imaging; accuracy; algorithm; Article; coding; histogram; image analysis; medical image classification; multi scale non negative sparse coding; priority journal; sensitivity and specificity; artificial intelligence; automated pattern recognition; classification; computer assisted diagnosis; diagnostic imaging; human; predictive value; procedures; receiver operating characteristic; Artificial Intelligence; Diagnostic Imaging; Humans; Image Interpretation, Computer-Assisted; Pattern Recognition, Automated; Predictive Value of Tests; ROC Curve",Elsevier B.V.,English,Artif. Intell. Med.,Article
168,"Sunny B.K., Janardhanan P.S., Francis A.B., Murali R.",Implementation of a self-adaptive real time recommendation system using spark machine learning libraries,2017,"2017 IEEE International Conference on Signal Processing, Informatics, Communication and Energy Systems, SPICES 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040580866&doi=10.1109%2fSPICES.2017.8091310&partnerID=40&md5=65acf81dcc267031860caecafd1e84c7,"Department of Computer Science and Engineering, Rajiv Gandhi Institute of Technology, Kottayam, Kerala, India; Department of Platform and Technology, SunTec Business Solutions Ltd, Technopark, Kerala, India","Real time recommendation systems have become an essential component of e-commerce web applications. With increasing volume and velocity of data handled by these applications, known as the bigdata problem, traditional recommendation systems that analyze data and update models at regular time intervals would not be able to satisfy this requirement. With the evolution of technologies for processing bigdata in real time, it has become fairly easy to implement real time recommendation systems. Stream-computing is a new computing paradigm for handling the velocity attribute of bigdata which makes it possible to develop real time bigdata applications. This paper gives the details of implementation of a real time recommendation system using Apache Spark, a widely used platform for stream computing. This system is implemented for recommending TV channels to viewers in real time. This becomes a challenging task due to continuous changes in the set of available channels and the context dependent preference of viewers. In channel recommendation scenario, characterized by its dynamic nature, volume of data, and tight time constraints, traditional approaches cannot be used. We have implemented a highly scalable TV channel recommendation system optimized for the processing of real-time data streams originating from set-top boxes. The proposed system implements a self-adaptive approach for model building. The system effectively uses distributed processing power of Apache Spark to make recommendations in real time with scalability to meet the real time constraints with increasing load. The Spark Machine Learning Libraries (Spark MLLib) provide several algorithms which were used for developing the proposed recommendation system. The large amount of data in the system is efficiently managed by the data processing method of Lambda Architecture. © 2017 IEEE.",Machine Learning; Real-Time Recommendation Engine; Spark Streaming,Artificial intelligence; Data handling; Food products; Learning systems; Libraries; Real time systems; Set-top boxes; Signal processing; Data processing methods; Distributed processing; Evolution of technology; Real time; Real time constraints; Real-time data streams; Self adaptive approach; Traditional approaches; Recommender systems,Institute of Electrical and Electronics Engineers Inc.,English,"IEEE Int. Conf. Signal Process, Inform., Commun. Energy Syst., SPICES",Conference Paper
169,"Jain V., Perla R., Hebbalaguppe R.",AirGestAR: Leveraging Deep Learning for Complex Hand Gestural Interaction with Frugal AR Devices,2017,"Adjunct Proceedings of the 2017 IEEE International Symposium on Mixed and Augmented Reality, ISMAR-Adjunct 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040218357&doi=10.1109%2fISMAR-Adjunct.2017.76&partnerID=40&md5=decd9c227f93ad7014feda49a5f0b13a,"TCS Research, India","Hand gestures provide a natural and an intuitive way of user interaction in AR/VR applications. However, the most popular and commercially available devices such as the Google Cardboard and Wearality1 still employ only primitive modes of interaction such as the magnetic trigger, conductive lever and have limited user-input capability. The truly instinctual gestures work only with inordinately priced devices such as the Hololens, Magic Leap, and Meta Glasses2 which use proprietary hardware and are still not commercially available. In this paper, we explore the possibility of leveraging deep learning for recognizing complex 3-dimensional marker-less gestures (Bloom, Click, Zoom-In, Zoom-Out) in real-time using monocular camera input from a single smartphone. This framework can be used with frugal smartphones to build powerful AR/VR systems for large scale deployments that work in real-time, eliminating the need for specialized hardware. We have created a hand gesture dataset to train LSTM networks for gesture classification and published the same online. We also demonstrate the performance of our proposed method in terms of classification accuracy and computational time. © 2017 IEEE.",Complex gesture classification; Deep learning; Dynamic 3D gesture; Monocular vision; Smartphones,Augmented reality; Classification (of information); Complex networks; Deep learning; Hardware; Magnetic levitation vehicles; Smartphones; User interfaces; Classification accuracy; Computational time; Gestural interaction; Gesture classifications; Large-scale deployment; Monocular cameras; Monocular vision; Specialized hardware; Real time systems; Algorithms; Artificial Intelligence,Institute of Electrical and Electronics Engineers Inc.,English,"Adjun. Proc. IEEE Int. Symp. Mixed Augment. Real., ISMAR-Adjunct",Conference Paper
170,"Nagateja G., Hariprasath S., Anitha V., Hariharan G.",Wardrobe advisor technology (WAT),2017,"2017 IEEE International Conference on Smart Technologies and Management for Computing, Communication, Controls, Energy and Materials, ICSTM 2017 - Proceedings",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040219364&doi=10.1109%2fICSTM.2017.8089146&partnerID=40&md5=461fba7f6b18fc3c4a51fab1da218462,"Department of Computer Science and Engineering, Rajalakshmi Engineering College, India","With the general and universal fact that many people spend a lot of time on their dressing because in any human society, a person's character and worth is judged based on his/her dressing sense at the first look. There are many difficulties in choosing particular apparel with a complete sense of satisfaction. The main idea of this paper is to help the user to find best outfit according to the current trends and their interest. Initially, the system gets the body measurements from the user. Then the internal mechanism uses image processing technique to morph the chosen outfit with the created model of the user. The inbuilt AI renders the users 3-D model and searches its database which contains all the possible matches of outfits from the database of leading fashion designers and finds the suitable outfit-combinations and gives suggestions for chosen outfits. The application saves all the data in personal account for future use such that user's privacy is maintained. Next time, when the user is to make a new purchase, the AI implicitly suggests the suitable outfit, without the need for input. © 2017 IEEE.",AI; Outfits; Suggestion; User; Wardrobe,Artificial intelligence; Computer programming; Computer science; Energy management; Energy resources; Materials; Body measurements; Fashion designers; Human society; Image processing technique; Outfits; Suggestion; User; Wardrobe; Image processing,Institute of Electrical and Electronics Engineers Inc.,English,"IEEE Int. Conf. Smart Technol. Manag. Comput., Commun., Controls, Energy Mater., ICSTM - Proc.",Conference Paper
171,"Kaur J., Kaur G.",An amended ant colony optimization based approach for optimal route path discovery in wireless sensor network,2017,"2017 IEEE International Conference on Smart Technologies and Management for Computing, Communication, Controls, Energy and Materials, ICSTM 2017 - Proceedings",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040229098&doi=10.1109%2fICSTM.2017.8089184&partnerID=40&md5=9770ffb87c62b99e66c856f80ade1eab,"Department of Electronics and Communication Engineering, ACET, Amritsar, India","Nowadays in wireless network the energy consumption and sensor node energy renewable is major challenge. Which make sensor network weak and more critical. The problem of node reachability is considered and Amended Ant colony optimization technique is proposed for optimization. The proposed technique is used for the search of estimated solutions to distinct and endless optimization problems and for various problems in telecommunications, such as routing and load balancing. Proposed technique offers a promising arrangement established on the improvements that took place. The working of the Amended ACO algorithms is discussed for optimal route path discovery. © 2017 IEEE.",AACO; ACO; WSN,Ant colony optimization; Artificial intelligence; Energy utilization; Optimization; Sensor nodes; AACO; ACO algorithms; Optimal routes; Optimization problems; Path discovery; Reachability; Wireless sensor networks,Institute of Electrical and Electronics Engineers Inc.,English,"IEEE Int. Conf. Smart Technol. Manag. Comput., Commun., Controls, Energy Mater., ICSTM - Proc.",Conference Paper
172,"Bhat A.R., Bhadu S.K.",Machine learning based rate adaptation in DASH to improve quality of experience,2017,"2017 IEEE International Conference on Smart Technologies and Management for Computing, Communication, Controls, Energy and Materials, ICSTM 2017 - Proceedings",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040231650&doi=10.1109%2fICSTM.2017.8089131&partnerID=40&md5=95b51ef11f198e9c3dfba9079e55940e,"Department of CSE, SMVDU, Katra, India","Video is becoming one of the biggest traffic generating elements and the current progressive download approach has been found inefficient in terms of resource utilization. A machine learning based approach is proposed for the video streaming with DASH (Dynamic adaptive streaming over HTTP) as an underlying architecture to help client adapt to the changing streaming environment. The reason for using machine learning for adaptation is to make client learn about the environment that too in unsupervised manner. This way the redundant work of adaptation for similar network signatures is eliminated, therefore running time complexity is reduced. The results of our work showed improved QoE and efficient bandwidth utilization, (upto 68.5%), compared with the already present DASH algorithms. © 2017 IEEE.",Accumulation ratio; DASH; HTTP; QoE,Artificial intelligence; Communication channels (information theory); HTTP; Learning algorithms; Quality of service; Video streaming; Accumulation ratio; DASH; Dynamic Adaptive Streaming over HTTP; Efficient bandwidth; Quality of experience (QoE); Rate adaptation; Resource utilizations; Running time; Learning systems,Institute of Electrical and Electronics Engineers Inc.,English,"IEEE Int. Conf. Smart Technol. Manag. Comput., Commun., Controls, Energy Mater., ICSTM - Proc.",Conference Paper
173,"Nayak R.K., Mishra D., Rath A.K.",An optimized SVM-k-NN currency exchange forecasting model for Indian currency market,2017,Neural Computing and Applications,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032503414&doi=10.1007%2fs00521-017-3248-5&partnerID=40&md5=87079e9b9fb5a8c970cc27c5955546e4,"Siksha ‘O’ Anusandhan Univeristy, Bhubaneswar, Odisha, India; Burla, Sambalpur, Odisha, India","This paper considers the prediction of currency exchange rate, volatility, and momentum prediction by exploring the capabilities of Support Vector Machine (SVM) and k-Nearest Neighbor (k-NN). In this work, the parameters such as penalty C and kernel (Formula presented.) of SVM have been tuned with few optimization techniques such as random search, grid search, genetic algorithm, particle swarm optimization, ant colony optimization, firefly optimization, and BAT optimization algorithm. The final prediction has been obtained using k-NN by searching the neighborhood elements for either profit or loss. The performance of the proposed system has been tested with the Indian rupees with dollar (USD), British Pound (GBP), and Euro (EUR) for daily, weekly, and monthly in advance for prediction of currency exchange rate, volatility, and momentum in the currency market. The model BAT-SVM-k-NN has been found with the best forecasting ability based on performance measures such as mean absolute percentage error, root mean square error, mean squared forecast error, root mean squared forecast error, and mean absolute forecast error in comparison with other optimization techniques mentioned above. © 2017 The Natural Computing Applications Forum",Ant colony optimization (ACO); BAT optimization; Currency exchange prediction; Firefly optimization (FF); Genetic algorithm (GA); Grid search (GS); Particle swarm optimization (PSO); Random search (RS); SVM,Ant colony optimization; Artificial intelligence; Bioluminescence; Commerce; Electronic trading; Errors; Finance; Financial markets; Forecasting; Genetic algorithms; Mean square error; Nearest neighbor search; Particle swarm optimization (PSO); Support vector machines; Ant Colony Optimization (ACO); Currency exchange; Firefly optimization (FF); Grid search; Random searches; Optimization,Springer London,English,Neural Comput. Appl.,Article in Press
174,"Deepan Raj M., Kumar V.S.",Vision based feature diagnosis for automobile instrument cluster using machine learning,2017,"2017 4th International Conference on Signal Processing, Communication and Networking, ICSCN 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039946861&doi=10.1109%2fICSCN.2017.8085671&partnerID=40&md5=6c26e6ede3cef9e6de63e150162c328b,"Department of Electronics Engineering, Madras Institute of Technology, Anna University, Chennai, 600044, India","This papers deals with an advanced and effective approach for testing system, by utilizing the hardware-in-the-loop (HIL) with the vision based machine learning technique to make end to end automation in the feature diagnosis and validation of automotive instrument clusters. Recently, numerous HIL systems are in practice for simulating the vehicle networks in real time, by providing necessary signals based on the test cases. There are many approaches to tap the signal from the instrument cluster before it gets displayed, and based on the test case the signal that is captured will be compared with the expected value. The current approaches deal only at the software level and fails in identifying the faults in the end display unit of cluster. The proposed method uses vision based machine learning system to monitor the cluster visually thereby identifying faults in cluster at the end product level. This approach greatly eases the task of testing for more number of units by making onerous repeated test without any human intervention, as the current testing method needs human approval for each and every test case which is tedious task to do. © 2017 IEEE.",Automated testing for Instrument cluster; Hardware-in-the-loop; Machine Learning; Machine Vision,Artificial intelligence; Automobile instruments; Computer vision; Hardware; Instrument testing; Real time systems; Signal processing; Synthetic apertures; Current testing; Effective approaches; Expected values; Hard-ware-in-the-loop; Hardware in the loops; Human intervention; Instrument clusters; Machine learning techniques; Learning systems,Institute of Electrical and Electronics Engineers Inc.,English,"Int. Conf. Signal Process., Commun. Netw., ICSCN",Conference Paper
175,"Kalaiselvi N., Aravind K.R., Balaguru S., Vijayaragul V.",Retail price analytics using backpropogation neural network and sentimental analysis,2017,"2017 4th International Conference on Signal Processing, Communication and Networking, ICSCN 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039927735&doi=10.1109%2fICSCN.2017.8085696&partnerID=40&md5=175944082f999b49bad716910496e364,"Department of Information Technology, Sri Manakula Vinayagar Engineering College, Puducherry, India","One of the most important aspects of the marketing is to determine what price is to be fixed to sell your products. Pricing is both an art and science that requires an experimental and statistical formula for creating a profile for the brand and the product in the market. There are minimalistic approaches used for pricing the products and to consider what will work for your business. Neural networks are a computational approach which is more promising in making a better decision among large volume of data. Combination of Machine learning with neural networks forms a new dimension in decision making. Though, it provides more accuracy than regression techniques, they aren't able to keep up with the dynamic growth of the data. Thus, an additional technique is required to handle this dynamic growth. Henceforth, sentimental analysis and Neural networks are combined together in order to provide better precision in decision making. Here, Back propagation neural network classification algorithm is used to classify the data. This approach would be more efficient in decision making in perspective of selling the products. © 2017 IEEE.",Backpropogation; Decision making; Machine learning; Neural network; Sentimental analysis,Artificial intelligence; Backpropagation; Backpropagation algorithms; Commerce; Costs; Decision making; Learning systems; Neural networks; Sales; Art and science; Back propagation neural networks; Backpropogation; Computational approach; Dynamic growth; New dimensions; Regression techniques; Sentimental analysis; Signal processing,Institute of Electrical and Electronics Engineers Inc.,English,"Int. Conf. Signal Process., Commun. Netw., ICSCN",Conference Paper
176,"Gogul I., Kumar V.S.",Flower species recognition system using convolution neural networks and transfer learning,2017,"2017 4th International Conference on Signal Processing, Communication and Networking, ICSCN 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039975634&doi=10.1109%2fICSCN.2017.8085675&partnerID=40&md5=11a8d4ff20b86b86316422fc9a682f6b,"Department of Electronics Engineering, Madras Institute of Technology, Anna University, Chennai, 600044, India","Automatic identification and recognition of medicinal plant species in environments such as forests, mountains and dense regions is necessary to know about their existence. In recent years, plant species recognition is carried out based on the shape, geometry and texture of various plant parts such as leaves, stem, flowers etc. Flower based plant species identification systems are widely used. While modern search engines provide methods to visually search for a query image that contains a flower, it lacks in robustness because of the intra-class variation among millions of flower species around the world. Hence in this proposed research work, a Deep learning approach using Convolutional Neural Networks (CNN) is used to recognize flower species with high accuracy. Images of the plant species are acquired using the built-in camera module of a mobile phone. Feature extraction of flower images is performed using a Transfer Learning approach (i.e. extraction of complex features from a pre-trained network). A machine learning classifier such as Logistic Regression or Random Forest is used on top of it to yield a higher accuracy rate. This approach helps in minimizing the hardware requirement needed to perform the computationally intensive task of training a CNN. It is observed that, CNN combined with Transfer Learning approach as feature extractor outperforms all the handcrafted feature extraction methods such as Local Binary Pattern (LBP), Color Channel Statistics, Color Histograms, Haralick Texture, Hu Moments and Zernike Moments. CNN combined with Transfer Learning approach yields impressive Rank-1 accuracies of 73.05%, 93.41% and 90.60% using OverFeat, Inception-v3 and Xception architectures, respectively as Feature Extractors on FLOWERS102 dataset. © 2017 IEEE.",Artificial Intelligence; Convolutional Neural Networks; Deep Learning; Flower Recognition; Transfer Learning,Artificial intelligence; Automation; Convolution; Decision trees; Deep learning; Extraction; Feature extraction; Learning systems; Neural networks; Plants (botany); Signal processing; Tellurium compounds; Automatic identification; Convolution neural network; Convolutional neural network; Feature extraction methods; Flower recognition; Plant species identification; Species recognition systems; Transfer learning; Search engines,Institute of Electrical and Electronics Engineers Inc.,English,"Int. Conf. Signal Process., Commun. Netw., ICSCN",Conference Paper
177,"Chaitra N., Vijaya P.A.",Comparing univalent and bivalent brain functional connectivity measures using machine learning,2017,"2017 4th International Conference on Signal Processing, Communication and Networking, ICSCN 2017",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039960732&doi=10.1109%2fICSCN.2017.8085741&partnerID=40&md5=c0dc2ba44ac83f74c5edc22d2e5fa63d,"Dept. of ECE, BNM Institute of Technology, Bangalore, Karnataka, India","Functional connectivity is the stochastic association or the dependency of two or more distinct brain regions. It is primarily used for finding patterns that are validated through statistical methods, in the context of brain connectivity. Quantification of functional connectivity is usually performed using Pearson's correlation coefficient (PCC). Many Functional magnetic resonance imaging (fMRI) studies have used PCC to quantify functional connectivity in a bivalent sense. However, the interpretation of negative fMRI responses or deactivation has proved challenging. Therefore, few have employed the absolute value of PCC (univalent) to model functional connectivity. This paper compares the two measures and assesses their performance and suitability for fMRI connectivity modeling. Connectivity analysis and classification of autistic individuals from control population is performed using these two measures. Machine learning classification is employed to quantify the predictive abilities of univalent and bivalent functional connectivity measures. This paper experimentally finds the usage of bivalent measure to be producing better classification accuracy by around 2%, which means it is more suitable for fMRI functional connectivity analysis. © 2017 IEEE.",Functional connectivity; Functional magnetic resonance imaging; machine learning; Pearson' scorrelation coefficient,Artificial intelligence; Brain; Correlation methods; Learning systems; Magnetic resonance imaging; Stochastic systems; Classification accuracy; Connectivity analysis; Functional connectivity; Functional magnetic resonance imaging; Machine learning classification; Pearson' scorrelation coefficient; Pearson's correlation coefficients; Predictive abilities; Signal processing,Institute of Electrical and Electronics Engineers Inc.,English,"Int. Conf. Signal Process., Commun. Netw., ICSCN",Conference Paper
178,"Bharti P., Roshan",High PSNR Based Image Watermarking by DWT-CZT-SVD Algorithm,2017,"Proceedings - 2016 8th International Conference on Computational Intelligence and Communication Networks, CICN 2016",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040046707&doi=10.1109%2fCICN.2016.86&partnerID=40&md5=62bdb54106af66f4ce8c331030f5a467,"R.C.E.W, Jaipur, Rajasthan, India","Multimedia security is one of the major concerns ininternet world as it is very easy to duplicate, distribute &manipulate multimedia information. The digital watermarking isused for hiding crucial information to secure it against duplicity& distribution. In this paper, a DWT-CZT-SVD basedwatermarking schema is demonstrated. Basically CZT is analgorithm for appraisal of z-transform of a signal. As per theoutcomes, suggested technique DWT-CZT-SVD can enhance NC& PSNR values in contrast to DWT-CZT-SVD watermarkingmethods. As we can see from the results session, PSNR value getincrease up to 49 % of image watermarking by DWT-CZT-SVDmethodology as compare to DWT-DCT-SVD methodology. © 2016 IEEE.",CZT; Digital Watermark; Transform Domain Algorithms,Artificial intelligence; Digital watermarking; Discrete wavelet transforms; Image watermarking; Z transforms; Multimedia information; Multimedia security; Transform domain; Signal reconstruction,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - Int. Conf. Comput. Intell. Commun. Networks, CICN",Conference Paper
179,"Chaudhari N., Saini M., Kumar A., Priya G.",A Review on Attribute Based Encryption,2017,"Proceedings - 2016 8th International Conference on Computational Intelligence and Communication Networks, CICN 2016",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040034200&doi=10.1109%2fCICN.2016.81&partnerID=40&md5=a54ce2d290bc11a02dc02067d4040b5a,"School of Computer Engineering (SCOPE), Vellore Institute of Technology (VIT) University, Vellore, Tamil Nadu, India","For the important reason of privacy, several cloud storage encryption schemas have been projected to secure the info from those that don't have access. All such schemes assume that cloud storage providers are secure and cannot be hacked. But in practice, some authorities could compel cloud storage suppliers to form public user secrets and confidential information. This paper presents an Attribute-Based access to the media within the cloud wherever it uses cipher-text policy Attribute-Based encryption (CP-ABE) technique to make associate access management assign a key to every user attribute and encrypts the info supported the appropriately distributed keys to a cloud is often encrypted corresponding system. © 2016 IEEE.",Attribute based encryption; CP-ABE; HABE; KP-ABE,Artificial intelligence; Access management; Attribute-based; Attribute-based encryptions; Cloud storages; Confidential information; CP-ABE; HABE; KP-ABE; Cryptography,Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - Int. Conf. Comput. Intell. Commun. Networks, CICN",Conference Paper
180,"Garg M., Anurag, Singh B.",A Comparative Performance Analysis of CMOS and FinFET Based Voltage Mode Sense Amplifier,2017,"Proceedings - 2016 8th International Conference on Computational Intelligence and Communication Networks, CICN 2016",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040044023&doi=10.1109%2fCICN.2016.112&partnerID=40&md5=7da1cc7da59033215fd2f033403b0d22,"VLSI Design, CDAC, Mohali, India",FinFETs are the devices which replaced bulk MOSFETS because of its surpassing quality of minimizing leakage power and reducing short channel effects occurring in MOSFETS due to decrease in channel length. In this paper a comparative analysis of proposed Voltage Mode Sense Amplifier (VMSA) is performed using FinFET and CMOS at different technology node. Simulation is carried out using H-spice tool and it is observed that power consumption in FinFET based voltage mode sense amplifier is reduced to 85.81% at 22nm and 89.06% at 16nm technology. Power Delay Product (PDP) is reduced to 90.15% at 22nm and 90.99% at 16nm technology. © 2016 IEEE.,Average power consumed; Bulk CMOS; Delay; fin shaped field effect transistor; PDP; Voltage mode sense amplifier,Artificial intelligence; CMOS integrated circuits; Field effect transistors; FinFET; MOSFET devices; SPICE; Average power; Bulk CMOS; Comparative analysis; Comparative performance analysis; Delay; Power delay product; Sense amplifier; Short-channel effect; Amplifiers (electronic),Institute of Electrical and Electronics Engineers Inc.,English,"Proc. - Int. Conf. Comput. Intell. Commun. Networks, CICN",Conference Paper
